event.time,dataSource.name,message
,KafkaAppLogs," INFO  [2026-04-06 20:51:13,726] [dw-142 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-142 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406205113299253858269765328333275618451676192497395973] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT], X-User-Id header=[REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:58:21,438] [dw-147 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062057S61ND00] [dw-147 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062057S61ND00] [REQ260406205821382452165227799338599658595955398958786293816] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v2/deviceAuth/fetch/PZT2604062057S61ND00, X-User-Id header=[REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:56:24,026] [dw-200 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-200 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406205624553657549277475311854977171121532778335913437] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: Setting shard key to: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:00:35,511] [dw-223 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-223 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406200035134843472244246676248248255964943463826415221] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: Setting shard key to: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:07:28,487] [dw-131 - POST /bnpl-tijori/v1/dbutil/fetchOfferedLineDetails] [dw-131 - POST /bnpl-tijori/v1/dbutil/fetchOfferedLineDetails] [REQ260406200728751668114119136849629813375524357668334566846] [#033[36mCreditLineResource#033[0;39m]: Offered Credit line fetched successfully. Response: CreditLineResponse(lineId=LOAN260406200722228682714323569437496351, merchantAccountId=[REDACTED_ACCOUNT], lenderCode=DMI, lan=null, productType=CREDIT_MARKETPLACE, lineAccountType=CREDIT_LINE, status=OFFERED, crn=387fe238d7771540e954eedea24dad337bd24c993169bc4d3f8bf137e5d5d72b, loanAccountType=null, serviceProvider=JUSPAY, createdAt=2026-04-06T20:07:22, updatedAt=2026-04-06T20:07:22, loanAccValidFrom=null, loanAccValidUpto=null, emiPlanDetails=[TenureDetails(tenure=3, roi=22, apr=null, minLoanAmount=null, maxLoanAmount=null, chargeDetails=[ChargeDetail(chargeCode=PROCESSING_FEE, chargeType=PERCENTAGE, chargeValue=0.75, subCharges=[ChargeDetail(chargeCode=GST, chargeType=PERCENTAGE, chargeValue=18, subCharges=null)])], downpaymentDetails=null, emiSubType=NO_COST), TenureDetails(tenure=6, roi=22, apr=null, minLoanAmount=null, maxLoanAmount=null, chargeDetails=[ChargeDetail(chargeCode=PROCESSING_FEE, chargeType=PERCENTAGE, chargeValue=2.25, subCharges=[ChargeDetail(chargeCode=GST, chargeType=PERCENTAGE, chargeValue=18, subCharges=null)])], downpaymentDetails=null, emiSubType=NO_COST), TenureDetails(tenure=9, roi=22.75, apr=null, minLoanAmount=null, maxLoanAmount=null, chargeDetails=[ChargeDetail(chargeCode=PROCESSING_FEE, chargeType=PERCENTAGE, chargeValue=2.25, subCharges=[ChargeDetail(chargeCode=GST, chargeType=PERCENTAGE, chargeValue=18, subCharges=null)])], downpaymentDetails=null, emiSubType=STANDARD), TenureDetails(tenure=12, roi=22.75, apr=null, minLoanAmount=null, maxLoanAmount=null, chargeDetails=[ChargeDetail(chargeCode=PROCESSING_FEE, chargeType=PERCENTAGE, chargeValue=2.25, subCharges=[ChargeDetail(chargeCode=GST, chargeType=PERCENTAGE, chargeValue=18, subCharges=null)])], downpaymentDetails=null, emiSubType=STANDARD)], currentLimit=1458500.00, sanctionedLimit=null, lineValidUpto=null, customerId=387fe238d7771540e954eedea24dad337bd24c993169bc4d3f8bf137e5d5d72b, emiType=CFA_TERM_LOAN, emiSubType=null, onboardingId=null) "
,KafkaAppLogs," INFO  [2026-04-06 20:51:08,058] [dw-198 - GET /bnpl-tijori/v2/loanacc/[REDACTED_ACCOUNT]/fetch-limits?productCode=FLIPKART_ADVANZ&loanAccState=ACTIVE] [dw-198 - GET /bnpl-tijori/v2/loanacc/[REDACTED_ACCOUNT]/fetch-limits?productCode=FLIPKART_ADVANZ&loanAccState=ACTIVE] [REQ260406205108259999541985984814147399338254579179431531411] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: Setting shard key to: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:57:13,487] [dw-242 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-242 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406205713672559367263773163595171735155274852155723771] [#033[36mCreditLineServiceImpl#033[0;39m]: Fetching permanent credit lines with id: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:57:28,274] [dw-148 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-148 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406205728914888153144523954999242873193742786894913458] [#033[36mCreditLineServiceImpl#033[0;39m]: Fetching permanent credit lines with id: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:13:50,946] [dw-97 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-97 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406201350379115962619461591987223999159494417359179438] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT], X-User-Id header=[REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:13:53,333] [dw-227 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-227 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406201353537971251829268636832565842621715471153756298] [#033[36mCreditLineResource#033[0;39m]: Fetching active credit lines for merchantId: [REDACTED_ACCOUNT] "
,KafkaAppLogs," com.flipkart.affordability.transaction.service.exception.TransactionRuntimeException: Transaction for transactionIdnulldoes not exist"
,KafkaAppLogs," #011at org.glassfish.jersey.internal.Errors.process(Errors.java:244)"
,KafkaAppLogs," INFO  [2026-04-06 20:03:15,377] [dw-176 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062002EKKY200] [dw-176 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062002EKKY200] [REQ260406200315356775243132396819574696762477284774275613983] [#033[36mDeviceAuthInformationResource#033[0;39m]: Fetch DeviceAuthInformation with accountId - [REDACTED_ACCOUNT] and deviceId - 486F0870D501424C9C730CCA6CD64945 "
,KafkaAppLogs," INFO  [2026-04-06 20:57:34,720] [dw-175 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-175 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406205734267645126486672615815288874277186459643722956] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: Setting shard key to: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:07:15,946] [dw-61 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-61 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406200715816611289582862128356651527697456533534319125] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: Setting shard key to: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:18:36,999] [dw-115 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-115 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406201836413844758313154875511799462772959785796952366] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: Setting shard key to: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:17:16,565] [dw-74 - POST /bnpl-tijori/v1/dbutil/fetchOfferedLineDetails] [dw-74 - POST /bnpl-tijori/v1/dbutil/fetchOfferedLineDetails] [REQ260406201716184692358159328427363619646892327558781154568] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v1/dbutil/fetchOfferedLineDetails, X-User-Id header=[REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:51:22,830] [dw-147 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-147 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406205122286447437587881982139151732923278725144731857] [#033[36mCreditLineResource#033[0;39m]: Credit lines fetched successfully. Response: PermanentCreditLines(creditLineResponses=[]) "
,KafkaAppLogs," INFO  [2026-04-06 20:51:35,994] [dw-200 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-200 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [3a6c7ab4-6190-4ad6-8d68-9884b1827c07] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT], X-User-Id header=[REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:00:25,154] [dw-100 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-100 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406200025631329777576377975389541482486461291263598593] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: Setting shard key to: [REDACTED_ACCOUNT] "
,KafkaAppLogs," java.lang.Exception: com.flipkart.affordability.transaction.service.exception.TransactionRuntimeException: Transaction for transactionIdnulldoes not exist"
,KafkaAppLogs," #011at java.base/java.lang.Thread.run(Unknown Source)"
,KafkaAppLogs," INFO  [2026-04-06 21:01:01,909] [dw-229 - POST /bnpl-tijori/v1/transaction/capture] [dw-229 - POST /bnpl-tijori/v1/transaction/capture] [REQ260406210101684596449682339357826358686784966296933721497] [#033[36mNexusClientImpl#033[0;39m]: Querying Nexus transaction for txnId: PZT2604062043M1AZ401 "
,KafkaAppLogs," INFO  [2026-04-06 20:00:35,806] [dw-117 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-117 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406200035434689238425536881584251333371734398982689538] [#033[36mCreditLineServiceImpl#033[0;39m]: Fetching permanent credit lines with id: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:00:36,439] [dw-239 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-239 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406200036747634991915797992464421739366518757367754464] [#033[36mCreditLineResource#033[0;39m]: Credit lines fetched successfully. Response: PermanentCreditLines(creditLineResponses=[]) "
,KafkaAppLogs," INFO  [2026-04-06 20:00:41,006] [dw-100 - POST /bnpl-tijori/v1/scheduler/callback/process] [dw-100 - POST /bnpl-tijori/v1/scheduler/callback/process] [REQ260406200040813724452775736598317275937531499455454718327] [#033[36mTransactionUtil#033[0;39m]: Fetching transaction for txnId: null "
,KafkaAppLogs," INFO  [2026-04-06 20:00:59,442] [dw-93 - GET /bnpl-tijori/v2/loanacc/[REDACTED_ACCOUNT]/fetch-limits?productCode=FLIPKART_ADVANZ&loanAccState=ACTIVE] [dw-93 - GET /bnpl-tijori/v2/loanacc/[REDACTED_ACCOUNT]/fetch-limits?productCode=FLIPKART_ADVANZ&loanAccState=ACTIVE] [REQ260406200059459443945483837177491754968292186149468416661] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v2/loanacc/[REDACTED_ACCOUNT]/fetch-limits, X-User-Id header=[REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:00:39,026] [dw-240 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062000I2KRI00] [dw-240 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062000I2KRI00] [REQ260406200039751668864347262919443837342427685593699235464] [#033[36mDeviceAuthInformationResource#033[0;39m]: Fetch DeviceAuthInformation Response - null "
,KafkaAppLogs,"                    }, class AdjustmentRequest {"
,KafkaAppLogs," INFO  [2026-04-06 19:57:58,218] [dw-179 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-179 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406195758992659717514918785233689237277656424441689978] [#033[36mCreditLineResource#033[0;39m]: Fetching active credit lines for merchantId: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:50:51,106] [dw-234 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-234 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406205051749795439676135565735714871512922529912463514] [#033[36mCreditLineServiceImpl#033[0;39m]: Fetching permanent credit lines with id: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:50:53,433] [dw-104 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-104 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406205053559776975256745421135985531329763878672791578] [#033[36mCreditLineServiceImpl#033[0;39m]: Fetching permanent credit lines with id: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 21:00:43,700] [dw-181 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-181 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406210043217378295545562143421111654434968173736335381] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: Setting shard key to: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:49:17,857] [dw-191 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT26040620493FSB300] [dw-191 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT26040620493FSB300] [REQ260406204917812319363139613498623992777769811919645542145] [#033[36mDeviceAuthInformationResource#033[0;39m]: Fetch DeviceAuthInformation Response - DeviceAuthInformation(deviceId=E20DE0E25C9E49D091110E0DA3F233D7, accountId=[REDACTED_ACCOUNT], authStatus=VERIFIED, isTxnVerified=false, stampCreated=2023-05-05 17:11:51.0, stampModified=2023-05-05 17:12:17.0) "
,KafkaAppLogs," INFO  [2026-04-06 21:01:15,827] [dw-166 - GET /bnpl-tijori/v2/loanacc/[REDACTED_ACCOUNT]/fetch-limits?productCode=FLIPKART_ADVANZ&loanAccState=ACTIVE] [dw-166 - GET /bnpl-tijori/v2/loanacc/[REDACTED_ACCOUNT]/fetch-limits?productCode=FLIPKART_ADVANZ&loanAccState=ACTIVE] [REQ260406210115995776828151258431131186359365147173349216744] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v2/loanacc/[REDACTED_ACCOUNT]/fetch-limits, X-User-Id header=[REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 21:01:01,573] [dw-145 - POST /bnpl-tijori/v1/transaction/init] [dw-145 - POST /bnpl-tijori/v1/transaction/init] [REQ260406210100661712477166849911993719123765353755361959217] [#033[36mNexusClientImpl#033[0;39m]: Nexus fecth redirection request - URL: http://[REDACTED_IP]/credit-marketplace/v1/execute, Request: GetRedirectionUrlRequest(loanApplicationId=AM20260406205925159AA708B0BED, txnId=PZT2604062059L1JB101, lenderCode=FIBE, callbackUrl=https://dl.flipkart.com/rv/fpg/cfa/ntb/redirection/kyc?loanApplicationId=AM20260406205925159AA708B0BED&emiType=CFA_TERM_LOAN&lenderCode=FIBE&transactionId=PZT2604062059L1JB101, redirectionStep=LOAN_PROCESSING) "
,KafkaAppLogs," INFO  [2026-04-06 20:58:34,210] [dw-217 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-217 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406205834173129579185722271738972422633167298976163525] [#033[36mCreditLineResource#033[0;39m]: Fetching active credit lines for merchantId: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:57:38,703] [dw-180 - GET /bnpl-tijori/v2/loanacc/[REDACTED_ACCOUNT]/fetch-limits?productCode=FLIPKART_ADVANZ&loanAccState=ACTIVE] [dw-180 - GET /bnpl-tijori/v2/loanacc/[REDACTED_ACCOUNT]/fetch-limits?productCode=FLIPKART_ADVANZ&loanAccState=ACTIVE] [REQ260406205738437878738547268739721493426968364269949449954] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v2/loanacc/[REDACTED_ACCOUNT]/fetch-limits, X-User-Id header=[REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:34:04,077] [dw-131 - POST /bnpl-tijori/v1/dbutil/creditLine/create] [dw-131 - POST /bnpl-tijori/v1/dbutil/creditLine/create] [REQ260406203404924913811153419389789968546399595611346818196] [#033[36mAsyncEventSender#033[0;39m]: Successfully published bigfoot event for AccountId : [REDACTED_ACCOUNT]. EventType: CREDIT_LINE "
,KafkaAppLogs," INFO  [2026-04-06 20:47:19,242] [dw-96 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-96 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406204719439477253431645652999569765783729679136848738] [#033[36mCreditLineResource#033[0;39m]: Credit lines fetched successfully. Response: PermanentCreditLines(creditLineResponses=[]) "
,KafkaAppLogs," INFO  [2026-04-06 20:20:16,239] [dw-219 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062020QE6P400] [dw-219 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062020QE6P400] [REQ260406202016148698216435862296491355593819844674857617848] [#033[36mDeviceAuthInformationResource#033[0;39m]: Fetch DeviceAuthInformation with accountId - [REDACTED_ACCOUNT] and deviceId - E9D550D542624B81B3140A3B91695D3E "
,KafkaAppLogs," #011at org.eclipse.jetty.util.thread.strategy.EatWhatYouKill.runTask(EatWhatYouKill.java:336)"
,KafkaAppLogs," INFO  [2026-04-06 20:29:39,005] [dw-225 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-225 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406202939176983462933752497665294865822916317271651967] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT], X-User-Id header=[REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:29:43,759] [dw-172 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062029W9SMG00] [dw-172 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062029W9SMG00] [REQ260406202943311172295946361345454836648284493135898696597] [#033[36mDeviceAuthInformationResource#033[0;39m]: Fetch DeviceAuthInformation Response - DeviceAuthInformation(deviceId=fc250ffbc8224a5bc57dbab3d318b108, accountId=[REDACTED_ACCOUNT], authStatus=VERIFIED, isTxnVerified=false, stampCreated=2023-06-23 10:51:38.0, stampModified=2023-06-23 10:51:53.0) "
,KafkaAppLogs," INFO  [2026-04-06 20:00:36,068] [dw-185 - GET /bnpl-tijori/v1/borrower/cohorts/[REDACTED_ACCOUNT]] [dw-185 - GET /bnpl-tijori/v1/borrower/cohorts/[REDACTED_ACCOUNT]] [REQ260406200036534941483731142156578534866979814384369983146] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v1/borrower/cohorts/[REDACTED_ACCOUNT], X-User-Id header=[REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:57:40,648] [dw-214 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-214 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406205740233393148635221136514268927137859627661848384] [#033[36mCreditLineResource#033[0;39m]: Fetching active credit lines for merchantId: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:34:05,610] [dw-217 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-217 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406203405634475237572595668372982552619879537694165849] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: Setting shard key to: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:08:32,391] [dw-193 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-193 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406200832926229717266944874551821389347991427522166341] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: Setting shard key to: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:16:59,708] [dw-248 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-248 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406201659538952317382397484553492542983538368693986283] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT], X-User-Id header=[REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:16:59,254] [dw-223 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-223 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406201659337474852287786732299675716837964767995929954] [#033[36mCreditLineServiceImpl#033[0;39m]: Fetching permanent credit lines with id: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 20:07:16,786] [dw-226 - GET /bnpl-tijori/v1/borrower/risk-blocked/[REDACTED_ACCOUNT]] [dw-226 - GET /bnpl-tijori/v1/borrower/risk-blocked/[REDACTED_ACCOUNT]] [REQ260406200716668856784629647276177868524329367169579819989] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: Setting shard key to: [REDACTED_ACCOUNT] "
,KafkaAppLogs," #011at com.flipkart.affordability.bnpl.tijori.service.web.v2.PaybackResource$$EnhancerByGuice$$287984750.GUICE$TRAMPOLINE(<generated>)"
,KafkaAppLogs," #011at org.glassfish.jersey.internal.Errors$1.call(Errors.java:248)"
,KafkaAppLogs," #011at org.eclipse.jetty.server.Server.handle(Server.java:500)"
,KafkaAppLogs," #011at com.flipkart.affordability.bnpl.tijori.service.web.v2.PaybackResource$$EnhancerByGuice$$288025132.GUICE$TRAMPOLINE(<generated>)"
,KafkaAppLogs," INFO  [2026-04-06 20:03:15,633] [dw-223 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062003P6XWC00] [dw-223 - POST /bnpl-tijori/v2/deviceAuth/fetch/PZT2604062003P6XWC00] [REQ260406200315964529972335554272358854824981242573849975766] [#033[36mDeviceAuthInformationResource#033[0;39m]: Fetch DeviceAuthInformation with accountId - [REDACTED_ACCOUNT] and deviceId - d1a632e1835703bd629ded2ee8b95322 "
,KafkaAppLogs," INFO  [2026-04-06 20:03:49,857] [dw-203 - GET /bnpl-tijori/v2/loanacc/AC1UND4BC4WA7T8G4RYUIU5LRXPSKSDS/fetch-limits?productCode=FLIPKART_ADVANZ&loanAccState=ACTIVE] [dw-203 - GET /bnpl-tijori/v2/loanacc/AC1UND4BC4WA7T8G4RYUIU5LRXPSKSDS/fetch-limits?productCode=FLIPKART_ADVANZ&loanAccState=ACTIVE] [REQ260406200349745523425623415969891833325284132738529747186] [#033[36mShardKeyRequestFilter#033[0;39m]: ShardKeyRequestFilter: path=v2/loanacc/AC1UND4BC4WA7T8G4RYUIU5LRXPSKSDS/fetch-limits, X-User-Id header=AC1UND4BC4WA7T8G4RYUIU5LRXPSKSDS "
,KafkaAppLogs," INFO  [2026-04-06 21:01:12,487] [dw-224 - POST /bnpl-tijori/v1/creditline/discovery] [dw-224 - POST /bnpl-tijori/v1/creditline/discovery] [ed9b9e97-71eb-4ee3-8aab-f463208cbf5a] [#033[36mCreditLineDiscoveryServiceImpl#033[0;39m]: Processing credit line discovery - ReferenceId: c519b5c8-f2ce-427a-b3ab-6d598df95672, MerchantId: payment-hogwarts, ClientId: express-checkout-page, ContextId: ACST5NNDID8DZ76DN6TD7BFSUL0MDLPM, FilterCount: 0 "
,KafkaAppLogs," INFO  [2026-04-06 21:01:14,264] [dw-173 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-173 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406210114453393534915924423216935129545638689475273923] [#033[36mCreditLineServiceImpl#033[0;39m]: Fetching permanent credit lines with id: [REDACTED_ACCOUNT] "
,KafkaAppLogs," INFO  [2026-04-06 21:01:15,814] [dw-145 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-145 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [REQ260406210115916518111627156357458461994188846991898551229] [#033[36mCreditLineResource#033[0;39m]: Credit lines fetched successfully. Response: PermanentCreditLines(creditLineResponses=[]) "
,KafkaAppLogs," INFO  [2026-04-06 19:58:10,278] [dw-213 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [dw-213 - GET /bnpl-tijori/v1/dbutil/fetchPermanentLines/[REDACTED_ACCOUNT]] [684c1607-11ab-4101-b7fd-cab0b22e161b] [#033[36mCreditLineServiceImpl#033[0;39m]: Fetching permanent credit lines with id: [REDACTED_ACCOUNT] "
